m,μ,D,rθ,soptim,N_mean,alphas_mean,betas_mean,alphau_mean,betau_mean,Q_ST_u_mean,Q_ST_s_mean,N_std,alphas_std,betas_std,alphau_std,betau_std,Q_ST_u_std,Q_ST_s_std,mean_local_clustering_coefficient,var._local_clustering_coefficient,mean_betweenness_centrality,var._betweenness_centrality,mean_edge_betweeness_centrality_nx,var._edge_betweeness_centrality_nx,mean_eigenvector_centrality,var._eigenvector_centrality,mean_rich_club_nx,var._rich_club_nx,mean_closeness_centrality,var._closeness_centrality,density,degree_var.,degree_correlation,cl,mean_neighb._deg.,var._neighb._deg.,smax,s_elasticity,modules,mean_deg._distrib.,var._deg._distrib.,diameter,graph_energy,algebraic_connectivity,kk,sqrtk,sqrtk_inv,heat_hetero
0.2857142984867096,0.10000000149011612,0.05000000074505806,-0.7142857347215925,"Dict{Int64, Float32}(5 => 0.5, 4 => -0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => 0.5, 1 => -0.5)",816.103,0.06397560256771606,0.09258898290381079,0.06294564746068812,0.05694907551308772,0.4766740968126532,0.5894004394698218,6.0511668296288095,0.0044268265871949064,0.0142217142021099,0.01353522313064569,0.010856158967394634,0.08347519897258085,0.03268600193621134,0.0,0.0,0.19999999999999998,0.12000000000000001,0.33333333333333326,0.013605442176870744,0.350527039623568,0.02331926024152718,0.7619047619047619,0.1700680272108844,0.5226321297749869,0.01688903935764218,0.2857142857142857,1.5714285714285712,-0.7142857142857143,2.0,3.0714285714285716,1.0357142857142858,0.625,20.0,2.0,14.0,12.0,3.0,6.602720495543135,0.3983208681168451,0.6857142857142857,0.9077227536424317,1.1016579632793009,0.35174738149227935
0.2857142984867096,0.10000000149011612,0.05000000074505806,-0.3333333333333333,"Dict{Int64, Float32}(5 => -0.5, 4 => 0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => 0.5, 1 => -0.5)",862.4,0.07614337716442279,0.17199584907066318,0.05828193391346033,0.05856484705519882,0.5006939828001379,0.6926530155685319,2.761043733807909,0.004414123255727498,0.01574775916019337,0.0031126819886390946,0.005222458106402679,0.03328426165857118,0.009336490564349471,0.0,0.0,0.14285714285714285,0.14285714285714288,0.28571428571428564,0.0,0.3484510841079178,0.025012148981352914,0.2857142857142857,NaN,0.6103896103896104,0.029515938606847703,0.2857142857142857,3.571428571428571,-1.0,1.7142857142857142,5.285714285714286,3.571428571428571,0.32432432432432434,75.0,1.0,21.0,162.0,2.0,4.898979485566353,1.0,0.48979591836734687,0.8499271061118829,1.17657148808284,0.7604154518950436
0.2857142984867096,0.10000000149011612,0.05000000074505806,-0.16666667318592468,"Dict{Int64, Float32}(5 => -0.5, 4 => -0.5, 6 => -0.5, 7 => -0.5, 2 => 0.5, 3 => 0.5, 1 => 0.5)",855.207,0.1459931568064199,0.09367173512916764,0.09359178435782722,0.030500579372193925,0.2471057057225441,0.3897752079130329,6.659127758197753,0.011708027378957238,0.01254601399157012,0.01015054596780384,0.0026437805931959673,0.029735234317939147,0.015289586385662806,1.0,0.0,0.0,0.0,0.04761904761904764,0.0,0.37796447300922725,4.622231866529366e-33,1.0,0.0,1.0,0.0,1.0,0.0,NaN,1.0,6.0,0.0,1.0,0.0,1.0,42.0,NaN,1.0,11.999999999999995,6.999999999999998,1.0,1.0000000000000002,0.9999999999999998,0.09189693337652514
0.2857142984867096,0.10000000149011612,0.05000000074505806,0.41666667101283866,"Dict{Int64, Float32}(5 => 0.5, 4 => -0.5, 6 => 0.5, 7 => -0.5, 2 => 0.5, 3 => -0.5, 1 => -0.5)",951.5889999999999,0.08268980363022808,0.1766860299866937,0.06484000089762684,0.06268830577347885,0.491718846142197,0.6811705644128067,2.3906913226094377,0.003617672721238815,0.007659801903307635,0.0053646775959410205,0.004551519245906289,0.027975839490629716,0.006682877272741668,0.0,0.0,0.19999999999999998,8.987673073807101e-34,0.28571428571428564,0.0,0.37796447300922725,1.0785207688568521e-32,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,NaN,2.0,2.0,0.0,1.0,0.0,3.0,14.0,0.0,3.0,8.98791841486986,0.7530203962825306,1.0,1.0000000000000004,0.9999999999999996,0.19698871612136917
0.2857142984867096,0.10000000149011612,0.05000000074505806,0.6571428775787354,"Dict{Int64, Float32}(5 => -0.5, 4 => 0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => -0.5, 1 => 0.5)",990.9400000000002,0.04660633818247785,0.21527376861548833,0.06639657450002422,0.07187080755995719,0.5255227012108408,0.821840876573312,4.245637466859368,0.00405350139310788,0.019384580557531214,0.017294485655040822,0.006709147906656276,0.08753798744832611,0.009103440875195244,0.0,0.0,0.3333333333333333,0.062222222222222234,0.44444444444444436,0.01693121693121693,0.3590956780089892,0.0162253430411418,0.34285714285714286,0.006530612244897964,0.3920722135007849,0.0074177441475322195,0.2857142857142857,0.23809523809523814,-0.19999999999999551,2.6666666666666665,1.8571428571428572,0.059523809523809514,0.9523809523809523,1.0,3.0,7.0,14.0,6.0,8.054678984251687,0.19806226419516154,0.935064935064935,0.9795746577078798,1.0208512359230626,0.15088894287873877
0.2857142984867096,0.10000000149011612,0.05000000074505806,0.6571428775787354,"Dict{Int64, Float32}(5 => -0.5, 4 => -0.5, 6 => 0.5, 7 => -0.5, 2 => 0.5, 3 => -0.5, 1 => 0.5)",973.241,0.02747076960301874,0.20932975754981237,0.06079235387564599,0.07295357039710951,0.5466670811652673,0.8838560122222052,4.239450730931991,0.0022750816351708694,0.0058769335721282605,0.013166811978357437,0.011031455374946552,0.07481571007520596,0.011410204768470383,0.0,0.0,0.19999999999999998,0.12000000000000001,0.33333333333333326,0.013605442176870744,0.350527039623568,0.02331926024152718,0.7619047619047619,0.1700680272108844,0.5226321297749869,0.01688903935764218,0.2857142857142857,1.5714285714285712,-0.7142857142857143,2.0,3.0714285714285716,1.0357142857142858,0.625,20.0,2.0,14.0,12.0,3.0,6.602720495543135,0.3983208681168451,0.6857142857142857,0.9077227536424317,1.1016579632793009,0.35174738149227935
0.5,0.10000000149011612,0.05000000074505806,-1.0,"Dict{Int64, Float32}(5 => -0.5, 4 => -0.5, 6 => -0.5, 7 => -0.5, 2 => 0.5, 3 => 0.5, 1 => 0.5)",774.341,0.008287969332109105,0.00037173299265499536,0.07208467233700297,0.0030327523321427804,0.04040944113591975,0.043112695830657806,2.9333649619506703,0.001023564336546088,0.00015773384577141378,0.010323008409435662,0.000685945164865186,0.0067096969116280745,0.01922076379278706,0.0,0.0,0.3333333333333333,0.062222222222222234,0.44444444444444436,0.01693121693121693,0.3590956780089892,0.0162253430411418,0.34285714285714286,0.006530612244897964,0.3920722135007849,0.0074177441475322195,0.2857142857142857,0.23809523809523814,-0.19999999999999551,2.6666666666666665,1.8571428571428572,0.059523809523809514,0.9523809523809523,1.0,3.0,7.0,14.0,6.0,8.054678984251687,0.19806226419516154,0.935064935064935,0.9795746577078798,1.0208512359230626,0.15088894287873877
0.5,0.10000000149011612,0.05000000074505806,-0.7500000173846881,"Dict{Int64, Float32}(5 => 0.5, 4 => 0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => -0.5, 1 => -0.5)",790.821,0.013028380385817894,0.0006648506573581734,0.06336747555331253,0.0016215876092408655,0.024723924540361264,0.04722276702096291,3.6252058562239022,0.002586386910737392,0.00030352757711080657,0.014826293405108987,0.0005990691281614363,0.004598053154798208,0.012502382987359053,0.0,0.0,0.19999999999999998,8.987673073807101e-34,0.28571428571428564,0.0,0.37796447300922725,1.0785207688568521e-32,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,NaN,2.0,2.0,0.0,1.0,0.0,3.0,14.0,0.0,3.0,8.98791841486986,0.7530203962825306,1.0,1.0000000000000004,0.9999999999999996,0.19698871612136917
0.5,0.10000000149011612,0.05000000074505806,-0.7142857347215925,"Dict{Int64, Float32}(5 => 0.5, 4 => -0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => 0.5, 1 => -0.5)",727.444,0.02008426628402033,0.0019767883464220388,0.052673078213403536,0.0034898494862409075,0.06123056047325896,0.08941066660953201,3.6442598699872892,0.0032572885480974334,0.0004725981556369015,0.010317227203630342,0.0014779680033083307,0.019701251585904384,0.01516620167827101,0.0,0.0,0.19999999999999998,0.12000000000000001,0.33333333333333326,0.013605442176870744,0.350527039623568,0.02331926024152718,0.7619047619047619,0.1700680272108844,0.5226321297749869,0.01688903935764218,0.2857142857142857,1.5714285714285712,-0.7142857142857143,2.0,3.0714285714285716,1.0357142857142858,0.625,20.0,2.0,14.0,12.0,3.0,6.602720495543135,0.3983208681168451,0.6857142857142857,0.9077227536424317,1.1016579632793009,0.35174738149227935
0.5,0.10000000149011612,0.05000000074505806,-0.3333333333333333,"Dict{Int64, Float32}(5 => -0.5, 4 => 0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => 0.5, 1 => -0.5)",721.066,0.08317548043829541,0.04013553934452559,0.07371790288754669,0.01638594019248526,0.1830450219063942,0.32221338741006056,4.052609344607483,0.0075345492328697606,0.009363354561774144,0.012790589434613637,0.005320760447194558,0.05921089354216697,0.03122130454810577,0.0,0.0,0.14285714285714285,0.14285714285714288,0.28571428571428564,0.0,0.3484510841079178,0.025012148981352914,0.2857142857142857,NaN,0.6103896103896104,0.029515938606847703,0.2857142857142857,3.571428571428571,-1.0,1.7142857142857142,5.285714285714286,3.571428571428571,0.32432432432432434,75.0,1.0,21.0,162.0,2.0,4.898979485566353,1.0,0.48979591836734687,0.8499271061118829,1.17657148808284,0.7604154518950436
0.5,0.10000000149011612,0.05000000074505806,-0.16666667318592468,"Dict{Int64, Float32}(5 => -0.5, 4 => -0.5, 6 => -0.5, 7 => -0.5, 2 => 0.5, 3 => 0.5, 1 => 0.5)",792.542,0.021493057330974553,0.0007330771591406537,0.08560665951228888,0.001296806084365778,0.014813669329347513,0.03138476160851838,6.501130286342526,0.009236515367848225,0.0004787034914997671,0.03426581683564921,0.0005241470169482173,0.0006691837780261335,0.005621870536775063,1.0,0.0,0.0,0.0,0.04761904761904764,0.0,0.37796447300922725,4.622231866529366e-33,1.0,0.0,1.0,0.0,1.0,0.0,NaN,1.0,6.0,0.0,1.0,0.0,1.0,42.0,NaN,1.0,11.999999999999995,6.999999999999998,1.0,1.0000000000000002,0.9999999999999998,0.09189693337652514
0.5,0.10000000149011612,0.05000000074505806,0.41666667101283866,"Dict{Int64, Float32}(5 => 0.5, 4 => -0.5, 6 => 0.5, 7 => -0.5, 2 => 0.5, 3 => -0.5, 1 => -0.5)",900.427,0.10333736659608972,0.11540071446104808,0.08765805947877256,0.04560608006298171,0.3444213585402967,0.5264354753909084,6.9181740726870755,0.011072229588877498,0.017040611987891172,0.01357055798375843,0.006140331140927523,0.05398051020284402,0.016303927427859494,0.0,0.0,0.19999999999999998,8.987673073807101e-34,0.28571428571428564,0.0,0.37796447300922725,1.0785207688568521e-32,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,NaN,2.0,2.0,0.0,1.0,0.0,3.0,14.0,0.0,3.0,8.98791841486986,0.7530203962825306,1.0,1.0000000000000004,0.9999999999999996,0.19698871612136917
0.5,0.10000000149011612,0.05000000074505806,0.6571428775787354,"Dict{Int64, Float32}(5 => -0.5, 4 => 0.5, 6 => 0.5, 7 => -0.5, 2 => -0.5, 3 => -0.5, 1 => 0.5)",966.2389999999999,0.06014841870540667,0.19082643520574522,0.05393543384714512,0.07169076001109904,0.5689745797106166,0.760184405797282,5.179072552108154,0.003767980568513839,0.014620364762897397,0.003089785774930852,0.009113233370399406,0.04027032753712327,0.004238539865517926,0.0,0.0,0.3333333333333333,0.062222222222222234,0.44444444444444436,0.01693121693121693,0.3590956780089892,0.0162253430411418,0.34285714285714286,0.006530612244897964,0.3920722135007849,0.0074177441475322195,0.2857142857142857,0.23809523809523814,-0.19999999999999551,2.6666666666666665,1.8571428571428572,0.059523809523809514,0.9523809523809523,1.0,3.0,7.0,14.0,6.0,8.054678984251687,0.19806226419516154,0.935064935064935,0.9795746577078798,1.0208512359230626,0.15088894287873877
0.5,0.10000000149011612,0.05000000074505806,0.6571428775787354,"Dict{Int64, Float32}(5 => -0.5, 4 => -0.5, 6 => 0.5, 7 => -0.5, 2 => 0.5, 3 => -0.5, 1 => 0.5)",915.46,0.03616292152078215,0.1972921183119215,0.060511186072048084,0.06509417703821688,0.522511198605389,0.8448653388871721,6.277747406514517,0.0013027963951352819,0.011149100139172556,0.014452525342628164,0.005704286435062062,0.07526399582602518,0.00801832358846399,0.0,0.0,0.19999999999999998,0.12000000000000001,0.33333333333333326,0.013605442176870744,0.350527039623568,0.02331926024152718,0.7619047619047619,0.1700680272108844,0.5226321297749869,0.01688903935764218,0.2857142857142857,1.5714285714285712,-0.7142857142857143,2.0,3.0714285714285716,1.0357142857142858,0.625,20.0,2.0,14.0,12.0,3.0,6.602720495543135,0.3983208681168451,0.6857142857142857,0.9077227536424317,1.1016579632793009,0.35174738149227935
