m,μ,D,rθ,N_mean,alphas_mean,betas_mean,alphau_mean,betau_mean,Q_ST_u_mean,Q_ST_s_mean,N_std,alphas_std,betas_std,alphau_std,betau_std,Q_ST_u_std,Q_ST_s_std,sqrtk,cl
0.009999999776482582,0.10000000149011612,0.05000000074505806,-0.0675125666064743,7211.618,0.014192402543283893,0.0571436608838509,0.09107522678265706,0.1308587022175535,0.5894829948321993,0.8008580659183828,29.04065632867119,0.00032998832447903666,0.002600645614854689,0.00559121690195892,0.007310280956152227,0.026434614064594165,0.0080070063158057,0.9909415791686169,1.2967687074829932
0.009999999776482582,0.10000000149011612,0.05000000074505806,-0.020833338140582813,7212.588000000001,0.014612714535741542,0.05199741839202696,0.10129793739788746,0.12246469606063656,0.5472318501173584,0.7801451893505514,13.986576421698093,0.0005223365993453196,0.003261074581875548,0.0022597336442527157,0.004040977109459365,0.007086790748552424,0.014816996215410234,1.000000000000001,1.0
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.013184048134178063,7219.576000000001,0.013836439828470642,0.04076556272748248,0.10129749561112547,0.11827954974447412,0.5388671492671849,0.7462452779674532,14.790893482139607,0.00022909270892442076,0.0021645811559050615,0.0065083480330096555,0.004420635725073443,0.02451119844263836,0.012319555358956185,0.9944184091640208,1.1641156462585034
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.023280021577823627,7220.418000000001,0.014674995718649613,0.05931330221582236,0.09593618194814403,0.12273794131158855,0.5612792318376839,0.8016238191188642,13.88940855472261,0.0010012330107475834,0.003036712612848453,0.005584514510473945,0.005748938489773076,0.024621012129368958,0.010326973754832644,0.9970458602217183,1.0977891156462585
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.0743751067413059,7223.104000000001,0.013753715364437247,0.05068978498001595,0.09317069821895439,0.1270985040928458,0.5768122747338233,0.786349790130925,5.4720864393758974,0.0004255023645071053,0.0026085665641437947,0.004193619005260449,0.0069255373983485675,0.02133507787730095,0.009420307539441748,0.9192818662229095,2.241496598639456
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.08369867116407895,7216.801999999999,0.013740887134345037,0.05012526845048608,0.09130476971759208,0.13090260456274758,0.5888716896780025,0.7847963109777809,12.25363905131841,0.00038571106565239987,0.0016528042022375582,0.005444158106446539,0.007764287907059385,0.027880427903338962,0.004946113921074631,0.9645361256433294,2.306122448979592
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.08690955576634021,7239.38,0.012241493489422498,0.032019663667103196,0.107706701697955,0.10853283618870098,0.5017557328433091,0.7229544926001378,16.52275703386089,0.0003685541675003223,0.0024530728819654865,0.0020200776963310565,0.004709842027163121,0.011628899090471245,0.010139702032617305,0.9832929119120152,1.4387755102040816
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.0921450965869978,7217.692,0.01349588926483595,0.06162197354752561,0.0911941046167444,0.1263949796548294,0.5809495422791991,0.8200847590724951,7.663022902223339,0.0005485667861960812,0.0033152621448411445,0.003935529846230676,0.003299252373686009,0.014542052400182498,0.010071133400221454,0.9876318053135947,2.5297619047619047
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.16058496351778814,7223.226000000001,0.013719588371389192,0.056756643872587206,0.09628234709915387,0.12441374645815503,0.5637450068848319,0.8050871586680713,10.96273141146856,0.0004592746452340569,0.0034489103181990174,0.0054231216250221525,0.005482499948152169,0.023450551777997018,0.007284932608502176,0.986196392340972,1.9710884353741496
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.1720196685341792,7228.586000000001,0.014249370397856726,0.07717305673172205,0.0840265459331763,0.13933907659046288,0.623695804774376,0.8441600689542375,11.896942044071647,0.000796914393707979,0.002300072420274093,0.007571081109261946,0.009416551842219246,0.03161597655106164,0.006720052911565071,0.9544421613885563,2.63265306122449
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.1980966333630055,7217.267999999999,0.014189496914673133,0.05446762431726502,0.09304904217904005,0.12335397611867913,0.5699609191081124,0.7930640822582522,11.335773903884895,0.00031041067547102596,0.002879987128118192,0.0016388832792088538,0.003276951995719166,0.009430048021870066,0.008906474852707976,0.949326635753072,2.2950680272108843
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.21078697680830738,7227.418000000001,0.01385560055701512,0.07873356696035087,0.0944013670633715,0.12547244618041511,0.5704396472649556,0.8502335502831109,23.988177713198652,0.00037293669964137547,0.002477987850320607,0.0016647551379775512,0.005670978272372385,0.014081989934952528,0.006944619180514744,0.9658357786925182,1.6020408163265305
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.21998195950374572,7246.634,0.012400613778672664,0.039029679800685904,0.09486317176729729,0.1253214821596207,0.5690378149932225,0.7584333511983146,12.16521804161334,0.00043959721537843293,0.002926171955071362,0.005302035371714036,0.006797890613513823,0.025186916765744402,0.010800554387979755,0.9681466975416323,3.0841836734693877
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.22246291384325467,7222.416,0.012939510501011203,0.05155393723126347,0.0946876941879417,0.1256472663472227,0.5702559928700209,0.7991403998027283,8.186985403675731,0.000704108283707475,0.003481108509163636,0.004740535511942161,0.004982156056611357,0.020202150062130726,0.00944697392540966,0.9569646045461718,2.2687074829931975
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.2313913796459652,7213.7660000000005,0.013071366838434928,0.05892169982563873,0.08373751836344259,0.13403253375701235,0.615691428547451,0.8180868267802976,15.096417787011738,0.000795733843314097,0.004335152839297386,0.006312318482684311,0.004089289911345744,0.02414583481352105,0.011786790384962212,0.9860328855777241,3.7636054421768708
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.2365501769007941,7228.206,0.012622266748627126,0.05284812560605623,0.10045506154080877,0.11961012675191696,0.5434571929593708,0.8066344511597452,13.977590278728414,0.0004212017345346431,0.004318410512780878,0.004102500070132869,0.005255383974802656,0.01727622015584252,0.011897863107035563,0.9348578302162759,1.9583333333333333
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.2380729642696367,7228.945999999999,0.012579348032732857,0.046248736588561025,0.0725322576180561,0.15083261402170642,0.6750156637889246,0.7855582506592472,12.076474237127158,0.0008534518267526418,0.004097821181234891,0.0039955334808705655,0.007613557012556543,0.02161461133488977,0.01637986430562044,0.9633671715644705,7.358843537414966
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.2431786884572558,7221.3279999999995,0.01389298505180248,0.07705109725256479,0.09127591362399082,0.1289415003587191,0.5856490459187855,0.84718664255126,16.801549630911953,0.0007631968989754784,0.0037691407636360613,0.006959890324906156,0.005862858290036674,0.02845960374167044,0.006315904220465803,0.9690856601318356,2.2627551020408165
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.2558187236775425,7222.844,0.012854271085829889,0.05143306185203319,0.07073980890541148,0.1504314932633293,0.6800646802481214,0.799659423833035,14.98085378074306,0.0005796164031788924,0.003718133070088867,0.00224387845095051,0.004262092665670347,0.013009313064438578,0.010873936633941057,0.9517962055777983,7.907312925170068
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.29802196079168464,7238.825999999999,0.012740565025463094,0.04929042935750888,0.09550202813471796,0.12091483758952457,0.5584418814501327,0.7945948949040568,13.24540410859551,0.0004240777968951329,0.0015231443657054116,0.0016692491973860823,0.006181919030012304,0.015338610198916572,0.004047762434985669,0.9301811605165397,2.233843537414966
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.30066455995511443,7212.160000000001,0.013879171228703826,0.06980202629675254,0.08982911862904663,0.132303087803095,0.5955423811608216,0.8339422988510423,7.466260777658351,0.0006658125141918281,0.0039518037139484,0.006316501443794355,0.007003863061833803,0.028916420378527742,0.008793204657224576,0.9859698617647009,2.1802721088435373
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.3150090489477387,7230.986,0.013001998240035709,0.05786849424627164,0.07335208769859063,0.14876538874200207,0.6698634278226374,0.8162874142947907,16.437088549983656,0.0005073150236157446,0.0025398315570706446,0.004098645001363318,0.0024927392122991226,0.015438898670689732,0.011746496607386343,0.9755027197899176,7.704081632653061
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.31698055093522537,7227.184000000001,0.012569693621207806,0.05200369334581265,0.06829455075973462,0.15167833969586636,0.6896068025663625,0.8048945416431735,12.113863132791517,0.00012489719649070154,0.003400602490082463,0.006107818874303238,0.005802199472422972,0.026445058385828415,0.010911760399851946,0.962920325208459,8.068027210884354
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.36135208490299214,7225.264,0.01330948052254868,0.047165786660537994,0.10802013101914823,0.11164729982101944,0.5078898791031028,0.7797840771255803,11.229587258666369,0.0007540910977378186,0.00247986643499969,0.00267797421220924,0.0071938367898009,0.021502067018478725,0.011123922949899376,0.9832929119120152,1.4387755102040816
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.3652575629561685,7229.986,0.013394711299872,0.07291716460310207,0.08430140455855431,0.13886883074332185,0.6221467686029494,0.8446274806274744,12.86123749877905,0.000608703984571125,0.0028741056787865535,0.004025918396480222,0.0055952327326653836,0.02014095270786218,0.009861460199165792,0.9443301549956484,3.651360544217687
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.3763341650702486,7236.505999999999,0.012365890259612178,0.048786976413251616,0.09143467559392512,0.1253790445893044,0.5782863204674008,0.7973781929395655,16.94660969043659,0.0002534625756593799,0.0029664845605048345,0.00368853686617818,0.00366688449666971,0.016436419543125403,0.011592534574130405,0.985047004415054,3.954081632653061
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.3765800510385008,7233.9580000000005,0.013421460477372776,0.06955823516943369,0.09440882346612264,0.12884693447059634,0.5772881969934098,0.838109870505343,16.26058486033015,0.00023508541218055195,0.0029404535240798754,0.005621600948115622,0.003772898607551035,0.019728557005955036,0.00577838078815042,0.9399527834215847,2.4948979591836733
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.390218193083321,7226.373999999999,0.01389659397177714,0.0762627423711328,0.0728065025174937,0.14920219570673837,0.6719732862037439,0.8458484429215309,14.866912255071675,0.0007248215942653916,0.0034549257509425934,0.0015241104773396263,0.004538139274735508,0.007937576191004958,0.004789314174381077,0.9904889940393958,4.666666666666667
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.39063035555125464,7241.786,0.012542841856259687,0.04798108267909935,0.09527357266205669,0.12048693990083799,0.558315710426599,0.7925297948621586,11.95219352252972,0.0010335502310857324,0.0030499756532397946,0.004226506453550745,0.0056197485552488624,0.021971853955022068,0.016786455407899213,0.941785525589387,2.7627551020408165
0.009999999776482582,0.10000000149011612,0.05000000074505806,0.4168276383885927,7217.7080000000005,0.013030821294255913,0.05257156894718634,0.08145970132449465,0.14022512993991806,0.6325819397561754,0.8010558064414572,8.65039710071161,0.0006660299822886145,0.004011024023761476,0.005436081256547682,0.005164254585623278,0.02336960745095631,0.007786514476000066,0.9548047545009726,4.47108843537415
